Chr	Start	End	rowNames	Gene
chr3	111071852	111072516	382631	NECTIN3
chr3	111071852	111072516	382631	NECTIN3-AS1
chr3	111072662	111072886	382632	NECTIN3
chr3	111541978	111542240	382727	CD96
chr3	111595236	111595510	382749	ZBED2
chr3	111674179	111675348	382772	PLCXD2
chr3	111690258	111690596	382776	PLCXD2
chr3	111859042	111860418	382833	PHLDB2
chr3	111860424	111860903	382834	AC117509.1
chr3	111910830	111911301	382849	PHLDB2
chr3	111911322	111911780	382850	PHLDB2
chr3	111978744	111979946	382872	ABHD10
chr3	111998520	111999788	382875	TAGLN3
chr3	112042817	112043513	382892	TMPRSS7
chr3	112085739	112086158	382911	C3orf52
chr3	112086220	112086482	382912	C3orf52
chr3	112111292	112112139	382927	MIR567
chr3	112111292	112112139	382927	C3orf52
chr3	112133032	112133390	382942	GCSAM
chr3	112133032	112133390	382942	TBILA
chr3	112185446	112186146	382951	AC128688.1
chr3	112293406	112294347	382954	SLC9C1
chr3	112333051	112333329	382971	CD200
chr3	112499295	112499718	383032	BTLA
chr3	112561121	112561797	383045	SLC35A5
chr3	112561121	112561797	383045	ATG3
chr3	112561885	112562135	383046	SLC35A5
chr3	112561885	112562135	383046	ATG3
chr3	112562243	112562512	383047	ATG3
chr3	112562857	112563079	383048	SLC35A5
chr3	112562857	112563079	383048	ATG3
chr3	112641004	112641374	383085	CCDC80
chr3	112641415	112641828	383086	CCDC80
chr3	112829028	112829413	383160	CD200R1L
chr3	112847735	112848015	383164	CD200R1L
chr3	112974807	112975235	383196	CD200R1
chr3	112990789	112991044	383204	GTPBP8
chr3	112991151	112991397	383205	AC074044.1
chr3	112991151	112991397	383205	GTPBP8
chr3	112991432	112991691	383206	AC074044.1
chr3	112991432	112991691	383206	GTPBP8
chr3	113018776	113019860	383213	AC078785.1
chr3	113018776	113019860	383213	NEPRO
chr3	113161087	113161388	383266	AC078785.1
chr3	113161403	113161669	383267	AC078785.1
chr3	113168522	113168825	383274	LINC02044
chr3	113210314	113210593	383286	BOC
chr3	113210645	113211123	383287	BOC
chr3	113211133	113213378	383288	BOC
chr3	113278326	113278704	383329	BOC
chr3	113294421	113294756	383336	CFAP44
chr3	113441406	113441664	383357	CFAP44
chr3	113494192	113494446	383368	SPICE1
chr3	113514161	113515011	383374	SPICE1
chr3	113515093	113515320	383375	AC112128.1
chr3	113515093	113515320	383375	SPICE1
chr3	113515352	113515672	383376	AC112128.1
chr3	113515352	113515672	383376	SPICE1
chr3	113532112	113532619	383378	SIDT1
chr3	113532693	113533601	383379	SIDT1
chr3	113594550	113595039	383393	MIR4446
chr3	113625779	113626033	383402	SIDT1
chr3	113696616	113696979	383424	USF3
chr3	113697155	113697770	383425	USF3
chr3	113745464	113746454	383431	NAA50
chr3	113745464	113746454	383431	ATP6V1A
chr3	113746639	113746862	383432	NAA50
chr3	113746639	113746862	383432	ATP6V1A
chr3	113746936	113747673	383433	NAA50
chr3	113746936	113747673	383433	ATP6V1A
chr3	113746936	113747673	383433	AC108693.2
chr3	113747701	113747927	383434	AC108693.2
chr3	113838680	113839399	383457	GRAMD1C
chr3	113890309	113890801	383464	GRAMD1C
chr3	113897364	113897890	383466	GRAMD1C
chr3	113947334	113947617	383473	AC128687.2
chr3	113947334	113947617	383473	ZDHHC23
chr3	113947628	113949125	383474	AC128687.2
chr3	113947628	113949125	383474	ZDHHC23
chr3	114005138	114005949	383485	QTRT2
chr3	114056178	114056414	383495	QTRT2
chr3	114056472	114057290	383496	QTRT2
chr3	114056472	114057290	383496	CCDC191
chr3	114178860	114179082	383516	DRD3
chr3	114213326	114213796	383522	AC093010.1
chr3	114213863	114214530	383523	AC093010.1
chr3	114231271	114233059	383534	FAM214BP1
chr3	114290638	114291854	383544	TIGIT
chr3	114307248	114307777	383552	TIGIT
chr3	114351036	114351628	383579	ZBTB20-AS1
chr3	114366004	114366228	383587	ZBTB20-AS1
chr3	114383860	114384114	383595	ZBTB20
chr3	114384290	114384842	383596	ZBTB20
chr3	114453883	114455374	383627	ZBTB20
chr3	114455467	114455670	383628	ZBTB20
chr3	114500065	114500403	383645	ZBTB20
chr3	114519292	114519759	383653	ZBTB20-AS5
chr3	114624080	114624866	383671	ZBTB20
chr3	114624870	114625134	383672	ZBTB20
chr3	114625174	114625400	383673	ZBTB20
chr3	114758758	114759700	383713	ZBTB20
chr3	114861276	114862000	383741	ZBTB20
chr3	114900463	114900890	383754	ZBTB20
chr3	115071562	115072060	383782	ZBTB20
chr3	115099442	115099869	383792	ZBTB20-AS4
chr3	115099890	115100138	383793	ZBTB20-AS4
chr3	115100183	115100667	383794	ZBTB20
chr3	115100183	115100667	383794	ZBTB20-AS4
chr3	115146564	115146856	383799	AC026341.1
chr3	115146861	115147180	383800	AC026341.1
chr3	115147224	115148355	383801	ZBTB20
chr3	115147224	115148355	383801	AC026341.1
chr3	115239759	115240148	383817	AC026341.1
chr3	115623168	115623919	383880	GAP43
chr3	115658124	115658406	383889	AC092468.1
chr3	115658426	115658668	383890	AC092468.1
chr3	116051097	116051375	383967	LSAMP
chr3	116444317	116445250	384008	LSAMP
chr3	116445299	116445774	384009	LSAMP
chr3	117997167	117997763	384157	AC092691.1
chr3	119034202	119035107	384242	IGSF11
chr3	119145273	119146184	384252	IGSF11
chr3	119145273	119146184	384252	TEX55
chr3	119240053	119240539	384271	B4GALT4
chr3	119240566	119241079	384272	B4GALT4
chr3	119241508	119241745	384273	B4GALT4
chr3	119293423	119294367	384285	ARHGAP31
chr3	119297724	119297977	384291	RPS26P21
chr3	119298033	119298280	384292	RPS26P21
chr3	119298301	119298553	384293	RPS26P21
chr3	119322068	119323427	384308	ARHGAP31-AS1
chr3	119323465	119323777	384309	ARHGAP31-AS1
chr3	119436696	119437555	384344	TMEM39A
chr3	119437904	119438303	384345	TMEM39A
chr3	119463514	119463895	384351	TMEM39A
chr3	119468552	119469724	384352	TMEM39A
chr3	119468552	119469724	384352	POGLUT1
chr3	119497869	119498324	384354	AC073352.1
chr3	119497869	119498324	384354	TIMMDC1
chr3	119498336	119498620	384355	AC073352.1
chr3	119498336	119498620	384355	TIMMDC1
chr3	119498656	119499072	384356	AC073352.1
chr3	119498656	119499072	384356	TIMMDC1
chr3	119559529	119559823	384365	CD80
chr3	119559877	119560388	384366	CD80
chr3	119579308	119579959	384371	AC073352.2
chr3	119579308	119579959	384371	ADPRH
chr3	119580121	119580426	384372	AC073352.2
chr3	119580473	119580676	384373	AC073352.2
chr3	119636211	119636608	384398	RPL10P7
chr3	119643160	119643360	384401	POPDC2
chr3	119665081	119665518	384415	POPDC2
chr3	119665081	119665518	384415	AC023494.1
chr3	119676736	119677664	384417	COX17
chr3	119677680	119678013	384418	COX17
chr3	119702492	119702769	384423	AC069444.2
chr3	119702492	119702769	384423	MAATS1
chr3	119702853	119703131	384424	AC069444.2
chr3	119702853	119703131	384424	MAATS1
chr3	119809659	119810825	384447	NR1I2
chr3	120093809	120094377	384488	GSK3B
chr3	120093809	120094377	384488	AC092910.3
chr3	120094392	120094631	384489	GSK3B
chr3	120094392	120094631	384489	AC092910.3
chr3	120094716	120095263	384490	GSK3B
chr3	120094716	120095263	384490	AC092910.3
chr3	120095309	120095550	384491	GSK3B
chr3	120095309	120095550	384491	AC092910.3
chr3	120095581	120095826	384492	AC092910.3
chr3	120244282	120244558	384528	GPR156
chr3	120284726	120285410	384535	GPR156
chr3	120348517	120349244	384545	AC063952.1
chr3	120349248	120349527	384546	LRRC58
chr3	120349248	120349527	384546	AC063952.1
chr3	120349664	120349959	384547	LRRC58
chr3	120349664	120349959	384547	AC063952.1
chr3	120349981	120350181	384548	LRRC58
chr3	120450247	120451184	384573	FSTL1
chr3	120451192	120452022	384574	FSTL1
chr3	120596149	120596406	384616	NDUFB4
chr3	120682119	120682382	384638	HGD
chr3	120682386	120682803	384639	HGD
chr3	120741949	120742445	384645	GTF2E1
chr3	120742464	120742749	384646	RABL3
chr3	120742464	120742749	384646	GTF2E1
chr3	120742841	120743245	384647	RABL3
chr3	120836307	120836567	384661	LINC02049
chr3	120907483	120907922	384670	AC072026.2
chr3	120907483	120907922	384670	STXBP5L
chr3	120908052	120908311	384671	AC072026.2
chr3	120908052	120908311	384671	STXBP5L
chr3	120908344	120908938	384672	AC072026.2
chr3	120908344	120908938	384672	STXBP5L
chr3	121545317	121546164	384725	POLQ
chr3	121546190	121547222	384726	POLQ
chr3	121593334	121593774	384729	FBXO40
chr3	121654448	121654805	384736	RN7SL172P
chr3	121660285	121661054	384740	HCLS1
chr3	121661090	121661290	384741	HCLS1
chr3	121661503	121661815	384742	HCLS1
chr3	121731019	121731255	384760	GOLGB1
chr3	121749139	121749630	384765	GOLGB1
chr3	121749656	121750092	384766	GOLGB1
chr3	121834355	121834964	384784	EAF2
chr3	121835021	121835258	384785	IQCB1
chr3	121835021	121835258	384785	EAF2
chr3	121835325	121835731	384786	IQCB1
chr3	121893839	121894241	384790	SLC15A2
chr3	121894274	121894529	384791	SLC15A2
chr3	121894532	121895118	384792	SLC15A2
chr3	121895184	121895425	384793	SLC15A2
chr3	122022155	122022401	384832	ILDR1
chr3	122025363	122025626	384833	AC080098.1
chr3	122055266	122055679	384838	CD86
chr3	122076990	122077380	384850	CD86
chr3	122077392	122077656	384851	CD86
chr3	122077680	122077939	384852	CD86
chr3	122183576	122184254	384874	CASR
chr3	122382879	122383387	384913	FAM162A
chr3	122382879	122383387	384913	CCDC58
chr3	122383392	122383776	384914	FAM162A
chr3	122383392	122383776	384914	CCDC58
chr3	122384024	122384270	384915	FAM162A
chr3	122384024	122384270	384915	CCDC58
chr3	122415378	122415637	384925	AC083798.2
chr3	122415673	122416583	384926	WDR5B
chr3	122415673	122416583	384926	AC083798.2
chr3	122416598	122416844	384927	WDR5B
chr3	122417010	122417364	384928	AC083798.1
chr3	122482827	122483129	384941	AC096861.1
chr3	122497501	122497754	384946	KPNA1
chr3	122514037	122514300	384953	AC096861.2
chr3	122514324	122514791	384954	KPNA1
chr3	122514324	122514791	384954	AC096861.2
chr3	122514809	122515071	384955	KPNA1
chr3	122514809	122515071	384955	AC096861.2
chr3	122515094	122515297	384956	KPNA1
chr3	122563519	122563990	384965	DTX3L
chr3	122564195	122564427	384966	PARP9
chr3	122564195	122564427	384966	DTX3L
chr3	122564446	122564896	384967	PARP9
chr3	122576590	122576934	384972	PARP15
chr3	122577471	122578065	384973	PARP15
chr3	122679180	122680327	385011	PARP14
chr3	122680497	122681375	385012	PARP14
chr3	122768672	122768928	385048	HSPBAP1
chr3	122793499	122793967	385056	HSPBAP1
chr3	122794033	122794332	385057	HSPBAP1
chr3	122794033	122794332	385057	SLC49A4
chr3	122794715	122795720	385058	HSPBAP1
chr3	122794715	122795720	385058	SLC49A4
chr3	122912885	122913425	385079	SEMA5B
chr3	122975096	122975914	385106	SEMA5B
chr3	122976027	122976247	385107	SEMA5B
chr3	122976905	122977119	385108	SEMA5B
chr3	123026553	123028806	385127	SEMA5B
chr3	123066578	123066863	385141	PDIA5
chr3	123066903	123068143	385142	PDIA5
chr3	123143720	123144007	385175	PDIA5
chr3	123201393	123201609	385188	SEC22A
chr3	123201702	123202036	385189	SEC22A
chr3	123207618	123207886	385191	SEC22A
chr3	123420021	123420327	385265	ADCY5
chr3	123449222	123450324	385275	ADCY5
chr3	123584384	123584949	385306	MYLK-AS1
chr3	123584384	123584949	385306	HACD2
chr3	123584993	123585248	385307	HACD2
chr3	123584993	123585248	385307	MYLK-AS1
chr3	123585385	123585869	385308	HACD2
chr3	123585385	123585869	385308	MYLK-AS1
chr3	123682887	123684149	385345	MYLK
chr3	123693649	123693873	385350	MYLK
chr3	123701026	123701678	385355	MYLK
chr3	123702110	123702369	385356	MYLK
chr3	123799494	123800208	385392	MYLK
chr3	123884235	123885021	385411	MYLK
chr3	123960786	123961527	385421	CCDC14
chr3	124504323	124505128	385565	KALRN
chr3	124584264	124584464	385597	KALRN
chr3	124584508	124584743	385598	KALRN
chr3	124730253	124730528	385647	UMPS
chr3	124770604	124771075	385664	ITGB5
chr3	124780327	124780680	385670	ITGB5-AS1
chr3	124780682	124781478	385671	ITGB5
chr3	124780682	124781478	385671	ITGB5-AS1
chr3	124793126	124793357	385677	AC022336.3
chr3	124793126	124793357	385677	AC022336.4
chr3	124793410	124793646	385678	AC022336.3
chr3	124793410	124793646	385678	AC022336.4
chr3	124878540	124879282	385722	ITGB5
chr3	124887145	124888127	385728	ITGB5
chr3	124901115	124902177	385733	ITGB5
chr3	125002480	125002831	385764	HEG1
chr3	125056049	125056753	385799	HEG1
chr3	125061131	125061515	385803	AC117488.1
chr3	125107418	125107720	385824	SLC12A8
chr3	125107746	125108665	385825	SLC12A8
chr3	125110574	125110991	385828	SLC12A8
chr3	125119813	125120080	385832	RNU6-230P
chr3	125119813	125120080	385832	SLC12A8
chr3	125120402	125121132	385833	SLC12A8
chr3	125121284	125121484	385834	SLC12A8
chr3	125121679	125121997	385835	SLC12A8
chr3	125126287	125126581	385838	SLC12A8
chr3	125151161	125151445	385860	SLC12A8
chr3	125151471	125151710	385861	MIR5092
chr3	125151471	125151710	385861	SLC12A8
chr3	125154767	125155307	385865	SLC12A8
chr3	125155900	125156462	385867	SLC12A8
chr3	125190791	125191120	385876	SLC12A8
chr3	125211574	125213214	385887	SLC12A8
chr3	125310641	125311138	385924	DUTP1
chr3	125356717	125357727	385943	ZNF148
chr3	125375229	125375960	385947	ZNF148
chr3	125516514	125516867	385985	AC117487.1
chr3	125520135	125520389	385988	SNX4
chr3	125595224	125595751	386001	OSBPL11
chr3	125595780	125595980	386002	OSBPL11
chr3	125766285	125766837	386058	AC092902.5
chr3	125766285	125766837	386058	AC092902.4
chr3	125885684	125886475	386066	LINC02614
chr3	125915201	125916259	386073	FAM86JP
chr3	125915201	125916259	386073	LINC02614
chr3	125916294	125916980	386074	FAM86JP
chr3	125916294	125916980	386074	AC092903.2
chr3	125916294	125916980	386074	LINC02614
chr3	125958008	125958709	386092	AC092903.1
chr3	125968143	125968398	386102	ROPN1B
chr3	126025844	126026200	386121	SLC41A3
chr3	126026256	126026649	386122	SLC41A3
chr3	126083386	126083967	386133	AC079848.1
chr3	126083386	126083967	386133	SLC41A3
chr3	126083994	126084524	386134	AC079848.1
chr3	126083994	126084524	386134	SLC41A3
chr3	126102537	126102783	386138	ALDH1L1-AS1
chr3	126111133	126111409	386141	ALDH1L1
chr3	126179855	126180438	386163	ALDH1L1
chr3	126179855	126180438	386163	ALDH1L1-AS2
chr3	126180455	126180769	386164	ALDH1L1
chr3	126180803	126181118	386165	ALDH1L1
chr3	126181133	126181388	386166	ALDH1L1
chr3	126198303	126198554	386169	ALDH1L1
chr3	126212573	126214074	386175	AC079848.2
chr3	126266366	126266836	386183	AC016924.1
chr3	126287243	126287734	386195	AC016924.1
chr3	126290946	126291201	386198	AC063919.1
chr3	126300748	126301488	386202	AC063919.1
chr3	126357390	126357638	386226	KLF15
chr3	126357655	126358067	386227	KLF15
chr3	126358161	126358361	386228	KLF15
chr3	126394694	126394995	386244	CCDC37-DT
chr3	126394694	126394995	386244	CFAP100
chr3	126474819	126475774	386274	ZXDC
chr3	126475817	126476836	386275	ZXDC
chr3	126523741	126524443	386294	CHST13
chr3	126655001	126655262	386316	TXNRD3
chr3	126703715	126704268	386336	CHCHD6
chr3	126729554	126729892	386342	CHCHD6
chr3	126934319	126934767	386403	CHCHD6
chr3	126971927	126972446	386418	AC011199.1
chr3	126972547	126973123	386419	AC011199.1
chr3	127028327	127028527	386437	PLXNA1
chr3	127030636	127031014	386439	PLXNA1
chr3	127338719	127339250	386558	LINC02016
chr3	127536100	127537404	386601	LINC01471
chr3	127536100	127537404	386601	LINC02034
chr3	127572044	127572520	386615	AC084035.1
chr3	127574714	127575867	386616	MIR6825
chr3	127574714	127575867	386616	TPRA1
chr3	127589620	127590920	386620	TPRA1
chr3	127590955	127591242	386621	TPRA1
chr3	127591470	127591670	386622	TPRA1
chr3	127591719	127591936	386623	TPRA1
chr3	127597758	127598137	386625	MCM2
chr3	127598178	127598823	386626	MCM2
chr3	127598178	127598823	386626	TPRA1
chr3	127628682	127630642	386635	AC023593.1
chr3	127628682	127630642	386635	PODXL2
chr3	127671718	127672741	386648	ABTB1
chr3	127672792	127673517	386649	ABTB1
chr3	127673579	127673896	386650	ABTB1
chr3	127722979	127723342	386667	MGLL
chr3	127736319	127736576	386674	MGLL
chr3	127791185	127791578	386704	MGLL
chr3	127822279	127823877	386718	MGLL
chr3	127836537	127836812	386722	AC117480.1
chr3	127915157	127915880	386744	KBTBD12
chr3	128051506	128052104	386768	SEC61A1
chr3	128052115	128052494	386769	SEC61A1
chr3	128052115	128052494	386769	MGLL
chr3	128052521	128052869	386770	SEC61A1
chr3	128052521	128052869	386770	MGLL
chr3	128052873	128053089	386771	MGLL
chr3	128075232	128075483	386777	RNU2-37P
chr3	128075232	128075483	386777	RUVBL1-AS1
chr3	128075598	128077092	386778	RNU2-37P
chr3	128075598	128077092	386778	RUVBL1-AS1
chr3	128123764	128124075	386796	RUVBL1
chr3	128124183	128124401	386797	RUVBL1
chr3	128153003	128153280	386803	EEFSEC
chr3	128153291	128153564	386804	EEFSEC
chr3	128153606	128154075	386805	RUVBL1
chr3	128153606	128154075	386805	EEFSEC
chr3	128482892	128483141	386930	GATA2
chr3	128487293	128488119	386934	GATA2
chr3	128488146	128488652	386935	GATA2
chr3	128488146	128488652	386935	GATA2-AS1
chr3	128489031	128489716	386936	GATA2
chr3	128489031	128489716	386936	GATA2-AS1
chr3	128650430	128651001	386983	RPN1
chr3	128651055	128651292	386984	RPN1
chr3	128674204	128675600	386990	AC079945.2
chr3	128680992	128681417	386992	RPN1
chr3	128715149	128715436	387004	AC079945.1
chr3	128725204	128725589	387006	RAB7A
chr3	128725626	128725866	387007	RAB7A
chr3	128725927	128726205	387008	RAB7A
chr3	128726279	128726997	387009	RAB7A
chr3	128784334	128784581	387036	RN7SL698P
chr3	128784898	128785137	387037	RN7SL698P
chr3	128794397	128795777	387043	RAB7A
chr3	128864413	128865719	387073	AC112484.1
chr3	128878539	128878739	387077	ACAD9
chr3	128878771	128879684	387078	ACAD9
chr3	128994010	128994245	387108	KIAA1257
chr3	129000710	129002387	387109	EFCC1
chr3	129045699	129046722	387126	AC108673.1
chr3	129120591	129122290	387162	RAB43
chr3	129122370	129122611	387163	AC108673.2
chr3	129122370	129122611	387163	RAB43
chr3	129160562	129161226	387174	ISY1-RAB43
chr3	129160562	129161226	387174	ISY1
chr3	129161294	129161565	387175	ISY1-RAB43
chr3	129161294	129161565	387175	ISY1
chr3	129161603	129161856	387176	ISY1-RAB43
chr3	129161603	129161856	387176	ISY1
chr3	129161884	129162348	387177	ISY1-RAB43
chr3	129161884	129162348	387177	ISY1
chr3	129183603	129184069	387183	CNBP
chr3	129184370	129184593	387184	CNBP
chr3	129248974	129249433	387206	COPG1
chr3	129249437	129249957	387207	COPG1
chr3	129278416	129278674	387214	HMCES
chr3	129278732	129278989	387215	AC137695.3
chr3	129278732	129278989	387215	HMCES
chr3	129279061	129279617	387216	AC137695.3
chr3	129279647	129279927	387217	AC137695.3
chr3	129314560	129314788	387231	H1FX-AS1
chr3	129314826	129315912	387232	H1FX-AS1
chr3	129315936	129317224	387233	H1-10
chr3	129315936	129317224	387233	H1FX-AS1
chr3	129398733	129399549	387276	RPL32P3
chr3	129399590	129399866	387277	RPL32P3
chr3	129399899	129400369	387278	RPL32P3
chr3	129428569	129428823	387289	EFCAB12
chr3	129428835	129429105	387290	EFCAB12
chr3	129439429	129439721	387292	IFT122
chr3	129439797	129440424	387293	IFT122
chr3	129439797	129440424	387293	MBD4
chr3	129440463	129440727	387294	MBD4
chr3	129481306	129482368	387308	IFT122
chr3	129487524	129487724	387311	IFT122
chr3	129495009	129495264	387315	IFT122
chr3	129558839	129559142	387349	PLXND1
chr3	129560381	129560767	387350	PLXND1
chr3	129560948	129561231	387351	PLXND1
chr3	129561238	129561723	387352	PLXND1
chr3	129578298	129578699	387362	PLXND1
chr3	129587080	129587628	387366	PLXND1
chr3	129590985	129591216	387368	RN7SL752P
chr3	129605266	129607518	387380	PLXND1
chr3	129688187	129688804	387419	TMCC1
chr3	129892544	129893982	387472	TMCC1
chr3	129892544	129893982	387472	TMCC1-AS1
chr3	129974422	129974826	387492	TRH
chr3	130003067	130003499	387500	AC083906.5
chr3	130093728	130094424	387515	LINC02014
chr3	130093728	130094424	387515	ALG1L2
chr3	130094433	130094936	387516	LINC02014
chr3	130103938	130104577	387523	FAM86HP
chr3	130110850	130111108	387525	LINC02021
chr3	130111127	130111391	387526	LINC02021
chr3	130111430	130112736	387527	LINC02021
chr3	130111430	130112736	387527	FAM86HP
chr3	130681825	130682087	387618	PIK3R4
chr3	130746189	130747030	387630	PIK3R4
chr3	130747274	130748369	387631	PIK3R4
chr3	130820979	130821240	387653	AC097105.1
chr3	130850060	130850729	387666	ATP2C1
chr3	130892962	130893195	387673	ATP2C1
chr3	130893206	130893853	387674	ATP2C1
chr3	130893910	130894162	387675	ATP2C1
chr3	130894291	130894908	387676	ATP2C1
chr3	130929275	130930080	387687	AC055733.2
chr3	130929275	130930080	387687	ATP2C1
chr3	131026236	131026710	387705	NEK11
chr3	131026236	131026710	387705	ASTE1
chr3	131026725	131026969	387706	NEK11
chr3	131026725	131026969	387706	ASTE1
chr3	131026972	131027230	387707	NEK11
chr3	131026972	131027230	387707	ASTE1
chr3	131029605	131029835	387708	NEK11
chr3	131093394	131093640	387720	RNU6-726P
chr3	131331065	131331324	387761	AC010210.1
chr3	131331411	131331778	387762	AC010210.1
chr3	131361076	131361528	387773	NUDT16P1
chr3	131361624	131361891	387774	AC010210.1
chr3	131361624	131361891	387774	NUDT16P1
chr3	131361896	131362426	387775	AC010210.1
chr3	131361896	131362426	387775	NUDT16P1
chr3	131380986	131381429	387782	NUDT16
chr3	131381496	131381847	387783	NUDT16
chr3	131381496	131381847	387783	AC010210.1
chr3	131382047	131382337	387784	AC010210.1
chr3	131490452	131490925	387803	MRPL3
chr3	131502088	131503116	387805	MRPL3
chr3	131502088	131503116	387805	AC107027.1
chr3	131503117	131503696	387806	MRPL3
chr3	131543728	131544115	387813	CPNE4
chr3	132316820	132318006	387995	ACP3
chr3	132352634	132352900	388009	ACP3
chr3	132416869	132417620	388023	DNAJC13
chr3	132417622	132418127	388024	DNAJC13
chr3	132659360	132661077	388076	ACAD11
chr3	132659360	132661077	388076	UBA5
chr3	132721869	132722328	388085	NPHP3-AS1
chr3	132721869	132722328	388085	NPHP3
chr3	132722372	132722608	388086	NPHP3-ACAD11
chr3	132722372	132722608	388086	NPHP3
chr3	132722743	132723068	388087	NPHP3-ACAD11
chr3	132722743	132723068	388087	NPHP3
chr3	132723101	132723452	388088	NPHP3-ACAD11
chr3	132723101	132723452	388088	NPHP3
chr3	133037152	133037383	388129	AC079942.1
chr3	133037495	133038092	388130	AC079942.1
chr3	133037495	133038092	388130	TMEM108
chr3	133038150	133039074	388131	TMEM108
chr3	133040843	133041551	388132	TMEM108
chr3	133124486	133124967	388146	TMEM108
chr3	133191380	133192224	388167	TMEM108
chr3	133256864	133257540	388186	TMEM108-AS1
chr3	133408993	133409330	388251	AC055753.1
chr3	133447812	133448458	388272	BFSP2
chr3	133448536	133449105	388273	BFSP2
chr3	133490560	133491347	388304	AC022296.2
chr3	133547005	133548072	388322	AC022296.3
chr3	133573273	133573751	388331	CDV3
chr3	133573758	133574025	388332	CDV3
chr3	133574241	133574669	388333	CDV3
chr3	133661292	133662595	388348	INHCAP
chr3	133661292	133662595	388348	TOPBP1
chr3	133663613	133664045	388349	RNU6-678P
chr3	133746253	133746596	388362	TF
chr3	133805407	133805607	388371	SRPRB
chr3	133805641	133805893	388372	SRPRB
chr3	133805910	133806518	388373	AC080128.2
chr3	133805910	133806518	388373	SRPRB
chr3	133894347	133895370	388404	RAB6B
chr3	133895475	133895989	388405	RAB6B
chr3	133896059	133896329	388406	RAB6B
chr3	133930437	133930664	388415	C3orf36
chr3	134028914	134030229	388452	SLCO2A1
chr3	134030290	134030775	388453	SLCO2A1
chr3	134057070	134059110	388463	LINC02000
chr3	134181519	134182182	388490	RYK
chr3	134249614	134250754	388516	RYK
chr3	134250769	134251210	388517	RYK
chr3	134311838	134312858	388542	LINC02004
chr3	134312968	134313168	388543	LINC02004
chr3	134313350	134313858	388544	LINC02004
chr3	134352277	134352639	388572	RPL39P5
chr3	134357233	134357518	388574	RPL39P5
chr3	134373461	134373904	388581	AMOTL2
chr3	134373964	134374320	388582	AMOTL2
chr3	134374331	134375087	388583	AMOTL2
chr3	134375173	134375456	388584	AMOTL2
chr3	134485071	134485609	388629	CEP63
chr3	134485621	134485851	388630	ANAPC13
chr3	134485621	134485851	388630	CEP63
chr3	134485873	134486837	388631	ANAPC13
chr3	134485873	134486837	388631	CEP63
chr3	134597490	134597857	388646	EPHB1
chr3	134627897	134628174	388658	KY
chr3	134650375	134651356	388665	KY
chr3	134651384	134651663	388666	KY
chr3	134651665	134651919	388667	KY
chr3	134651928	134652215	388668	KY
chr3	134652421	134652994	388669	KY
chr3	134794957	134795376	388702	EPHB1
chr3	134795390	134796229	388703	EPHB1
chr3	134796402	134796783	388704	AC016931.1
chr3	134852365	134853381	388721	EPHB1
chr3	135066853	135067702	388779	EPHB1
chr3	135965197	135965447	388945	PPP2R3A
chr3	135965506	135966630	388946	PPP2R3A
chr3	136195363	136195706	388991	MSL2
chr3	136196291	136196680	388993	MSL2
chr3	136196716	136197314	388994	MSL2
chr3	136250197	136250428	388996	PCCB
chr3	136250502	136250729	388997	PCCB
chr3	136250829	136251315	388998	PCCB
chr3	136751680	136751928	389092	AC117382.2
chr3	136751966	136752227	389093	AC117382.2
chr3	136752333	136752750	389094	STAG1
chr3	136752333	136752750	389094	AC117382.2
chr3	136752986	136753230	389095	STAG1
chr3	136817513	136817843	389109	SLC35G2
chr3	136818175	136818823	389110	SLC35G2
chr3	136818856	136819223	389111	SLC35G2
chr3	136838936	136839193	389117	AC096992.2
chr3	136839196	136839665	389118	AC096992.2
chr3	136861337	136861777	389122	NCK1
chr3	136861957	136862942	389123	NCK1-DT
chr3	136861957	136862942	389123	NCK1
chr3	136930362	136930607	389141	NCK1
chr3	136982422	136983069	389158	IL20RB-AS1
chr3	137763989	137764351	389236	SOX14
chr3	137770587	137771131	389242	LINC01210
chr3	138009822	138010482	389261	CLDN18
chr3	138082487	138082783	389290	DZIP1L
chr3	138113400	138113671	389295	DZIP1L
chr3	138114042	138114242	389296	DZIP1L
chr3	138115289	138116002	389299	DZIP1L
chr3	138125481	138126190	389304	AC023049.1
chr3	138173999	138175010	389311	DBR1
chr3	138186864	138187099	389314	ARMC8
chr3	138187169	138188335	389315	ARMC8
chr3	138329409	138330040	389337	NME9
chr3	138330069	138330269	389338	NME9
chr3	138347559	138347886	389343	MRAS
chr3	138347887	138350635	389344	MRAS
chr3	138434219	138435483	389379	ESYT3
chr3	138468920	138469272	389400	ESYT3
chr3	138593516	138594511	389436	CEP70
chr3	138594728	138594971	389437	CEP70
chr3	138607815	138608015	389442	FAIM
chr3	138608167	138608405	389443	FAIM
chr3	138608512	138609783	389444	FAIM
chr3	138833564	138834793	389528	PIK3CB
chr3	138834854	138835101	389529	PIK3CB
chr3	138835160	138835515	389530	PIK3CB
chr3	138890736	138891134	389546	ATP5MC1P3
chr3	138944835	138945292	389570	LINC01391
chr3	138945879	138947417	389572	FOXL2
chr3	138945879	138947417	389572	FOXL2NB
chr3	139343364	139343833	389640	MRPS22
chr3	139343859	139344615	389641	MRPS22
chr3	139358534	139358837	389643	COPB2
chr3	139358895	139359196	389644	COPB2
chr3	139389161	139389909	389648	COPB2
chr3	139389161	139389909	389648	AC046134.2
